²;N;Operator;Vernacular;TreeID;SampleID;ID TRY;ScientificName;Family;genus;species;RDMC ;RootAverageLenght ;Rootdryweight;Rootfreshweight;RSL;WD;BarkTh;DBH;PetioleL;LeafThickness;LeafArea;FreshWeight;DryWeight;LDMC;SLA;Dispers;Deciduousness;SPAD
277;140;Vincyane;Akatio;C;1;NA;NA;NA;Gambeya;africana;NA;NA;352;0,71;NA;NA;0,42;NA;1,2;0,03;NA;0,91;484;NA;NA;3;2;62,8
278;140;Vincyane;Akatio;C;2;NA;NA;NA;Gambeya;africana;NA;NA;205;0,36;NA;NA;0,51;NA;1,2;0,03;NA;1,04;492;NA;NA;3;2;60,6
279;140;Vincyane;Akatio;C;3;NA;NA;NA;Gambeya;africana;NA;NA;370;0,77;NA;NA;0,48;NA;1,9;0,03;NA;3,28;1516;NA;NA;3;2;58,3
280;129;Vincyane;Kekele;A;1;NA;NA;NA;Holoptelea;grandis;NA;NA;1754;4,21;NA;NA;0,29;NA;2,2;0,02;NA;1,68;447;NA;NA;3;1;44,6
281;129;Vincyane;Kekele;A;2;NA;NA;NA;Holoptelea;grandis;NA;NA;226;0,73;NA;NA;0,5;NA;1,9;0,02;NA;1,6;470;NA;NA;3;1;44,8
282;129;Vincyane;Kekele;A;3;NA;NA;NA;Holoptelea;grandis;NA;NA;309;0,96;NA;NA;0,31;NA;1,6;0,02;NA;1,67;552;NA;NA;3;1;47,4
283;129;Vincyane;Kekele;B;1;NA;NA;NA;Holoptelea;grandis;NA;NA;988;2,72;NA;NA;0,54;NA;1,1;0,02;NA;1,14;367;NA;NA;3;1;29,6
284;129;Vincyane;Kekele;B;2;NA;NA;NA;Holoptelea;grandis;NA;NA;787;2,39;NA;NA;0,69;NA;1,1;0,03;NA;1,16;357;NA;NA;3;1;33,1
285;129;Vincyane;Kekele;B;3;NA;NA;NA;Holoptelea;grandis;NA;NA;1441;4,29;NA;NA;0,78;NA;1;0,03;NA;1,27;378;NA;NA;3;1;45,1
286;129;Vincyane;Kekele;C;1;NA;NA;NA;Holoptelea;grandis;NA;NA;188;0,38;NA;NA;0,49;NA;1,3;0,03;NA;0,67;249;NA;NA;3;1;33,7
287;129;Vincyane;Kekele;C;2;NA;NA;NA;Holoptelea;grandis;NA;NA;287;0,82;NA;NA;0,45;NA;0,9;0,02;NA;0,74;235;NA;NA;3;1;42,7
288;129;Vincyane;Kekele;C;3;NA;NA;NA;Holoptelea;grandis;NA;NA;199;0,52;NA;NA;0,52;NA;1,2;0,02;NA;2,26;672;NA;NA;3;1;44,6
289;106;Vincyane;Movingui;A;1;NA;NA;NA;Distemonanthus;benthamianus;NA;NA;400;0,03;NA;NA;0,25;NA;4,6;0,02;NA;3,3;1477;NA;NA;2;2;36,5
290;106;Vincyane;Movingui;A;2;NA;NA;NA;Distemonanthus;benthamianus;NA;NA;161;0,55;NA;NA;0,25;NA;4,6;0,01;NA;3;1412;NA;NA;2;2;37,7
291;106;Vincyane;Movingui;A;3;NA;NA;NA;Distemonanthus;benthamianus;NA;NA;523;0,36;NA;NA;0,31;NA;3,6;0,02;NA;1,26;797;NA;NA;2;2;44,5
292;106;Vincyane;Movingui;B;1;NA;NA;NA;Distemonanthus;benthamianus;NA;NA;336;0,87;NA;NA;0,75;NA;4,2;0,02;NA;5,05;1404;NA;NA;2;2;20,1
