"";"IDtree";"former_id";"dbh";"Essence_ID";"NomLatin";"NomVernaculaire"
"612";"22_1_8_3";139;900;"SAM";"Triplochiton scleroxylon";"Samba"
"613";"22_1_9_4";713;217;"FRO";"Ceiba pentandra";"Fromager"
"614";"22_1_9_5";754;196;"FRO";"Ceiba pentandra";"Fromager"
"615";"22_1_9_6";757;400;"FRO";"Ceiba pentandra";"Fromager"
"616";"22_1_9_9";802;463;"FRO";"Ceiba pentandra";"Fromager"
"617";"22_2_1_4";850;377;"EHO";"Ricinodendron africanum";"Eho"
"618";"22_2_1_5";950;225;"POR";"Sterculia tragacantha";"Pore-pore"
"619";"22_2_13_11";181;292;"AKT";"Gambeya africana";"Akatio"
"620";"22_2_13_8";901;325;"EHO";"Ricinodendron africanum";"Eho"
"621";"22_2_19_10";650;159;"LOL";"Lannea welwitschii";"Loloti"
"622";"22_2_2_9";800;197;"FRO";"Ceiba pentandra";"Fromager"
"623";"22_2_4_8";123;443;"BA";"Celtis mildbraedii";"Ba"
"624";"22_2_6_12";168;550;"SAM";"Triplochiton scleroxylon";"Samba"
"625";"22_2_6_4";162;280;"BA";"Celtis mildbraedii";"Ba"
"626";"22_2_6_7";602;211;"AKO";"Antiaris africana";"Ako"
"627";"22_2_7_14";153;550;"BA";"Celtis mildbraedii";"Ba"
"628";"22_3_1_5";116;382;"BI";"Eribrema oblonga";"Bi ou Eyong"
"629";"22_3_15_1";654;526;"EHO";"Ricinodendron africanum";"Eho"
"630";"22_3_15_8";750;450;"FRK";"Terminalia superba";"Frake"
"631";"22_3_16_1";712;400;"FRK";"Terminalia superba";"Frake"
"632";"22_3_17_1";878;635;"FRO";"Ceiba pentandra";"Fromager"
"633";"22_3_3_4";131;599;"BA";"Celtis mildbraedii";"Ba"
"634";"22_3_6_10";652;461;"FRK";"Terminalia superba";"Frake"
"635";"22_3_6_2";869;156;"FRO";"Ceiba pentandra";"Fromager"
"636";"22_3_6_7";209;141;"LON";"Celtis adolphi-frederici";"Lohonfé"
"637";"22_3_6_9";653;454;"FRK";"Terminalia superba";"Frake"
"638";"22_3_7_5";861;236;"AKO";"Antiaris africana";"Ako"
"639";"22_3_8_5";857;148;"LOL";"Lannea welwitschii";"Loloti"
"640";"22_4_10_12";105;229;"BOS";"Guarea cedrata";"Bossé"
"641";"22_4_10_4";145;450;"BA";"Celtis mildbraedii";"Ba"
"642";"22_4_14_4";901;138;"FRO";"Ceiba pentandra";"Fromager"
"643";"22_4_15_1";868;273;"FRO";"Ceiba pentandra";"Fromager"
"644";"22_4_22_2";875;450;"IRO";"Chlorophora regia, C. excelsa";"Iroko"
"645";"22_4_23_1";704;550;"FRO";"Ceiba pentandra";"Fromager"
"646";"22_4_23_2";703;600;"FRO";"Ceiba pentandra";"Fromager"
"647";"22_4_23_3";700;700;"FRO";"Ceiba pentandra";"Fromager"
"648";"22_4_23_4";753;337;"FRO";"Ceiba pentandra";"Fromager"
"649";"22_4_23_6";752;337;"FRO";"Ceiba pentandra";"Fromager"
"650";"22_4_24_14";871;184;"FRO";"Ceiba pentandra";"Fromager"
"651";"22_4_5_4";504;459;"IRO";"Chlorophora regia, C. excelsa";"Iroko"
"652";"22_4_6_1";601;515;"SAM";"Triplochiton scleroxylon";"Samba"
"653";"22_4_6_8";602;305;"FRO";"Ceiba pentandra";"Fromager"
"654";"22_4_9_3";860;315;"FRO";"Ceiba pentandra";"Fromager"
"655";"23_1_1_1";502;182;"AKT";"Gambeya africana";"Akatio"
"656";"23_1_14_11";600;213;"FRO";"Ceiba pentandra";"Fromager"
"657";"23_1_15_5";508;659;"AKO";"Antiaris africana";"Ako"
"658";"23_1_15_8";507;251;"KOT";"Pterygota macrocarpa";"Koto"
"659";"23_1_15_9";804;187;"LOL";"Lannea welwitschii";"Loloti"
"660";"23_1_16_5";214;263;"DIF";"Morus mesozygia";"Difou"
"661";"23_1_18_3";189;507;"LOL";"Lannea welwitschii";"Loloti"
"662";"23_1_2_10";109;416;"SAM";"Triplochiton scleroxylon";"Samba"
"663";"23_1_2_9";108;700;"SAM";"Triplochiton scleroxylon";"Samba"
"664";"23_1_21_6";224;175;"BA";"Celtis mildbraedii";"Ba"
"665";"23_1_3_1";752;507;"EHO";"Ricinodendron africanum";"Eho"
"666";"23_1_3_4";853;156;"KOT";"Pterygota macrocarpa";"Koto"
"667";"23_1_3_6";700;562;"EHO";"Ricinodendron africanum";"Eho"
"668";"23_1_4_6";802;419;"EHO";"Ricinodendron africanum";"Eho"
"669";"23_1_7_8";864;231;"FRO";"Ceiba pentandra";"Fromager"
"670";"23_1_8_1";856;211;"FRO";"Ceiba pentandra";"Fromager"
"671";"23_1_9_5";125;750;"SAM";"Triplochiton scleroxylon";"Samba"
"672";"23_2_1_6";105;321;"BA";"Celtis mildbraedii";"Ba"
"673";"23_2_10_12";140;250;"DIF";"Morus mesozygia";"Difou"
"674";"23_2_13_11";203;294;"BA";"Celtis mildbraedii";"Ba"
"675";"23_2_14_6";211;2500;"FRO";"Ceiba pentandra";"Fromager"
"676";"23_2_16_2";651;185;"AKT";"Gambeya africana";"Akatio"
"677";"23_2_17_2";262;572;"BET";"Mansonia altissima";"Bete"
"678";"23_2_18_16";254;352;"LON";"Celtis adolphi-frederici";"Lohonfé"
"679";"23_2_18_3";197;472;"BET";"Mansonia altissima";"Bete"
"680";"23_2_18_7";261;400;"DIF";"Morus mesozygia";"Difou"
"681";"23_2_19_10";242;230;"BI";"Eribrema oblonga";"Bi ou Eyong"
"682";"23_2_19_12";249;650;"SAM";"Triplochiton scleroxylon";"Samba"
"683";"23_2_19_17";253;284;"LOT";"Sterculia rhinopetala";"Lotofa"
"684";"23_2_19_18";252;149;"BA";"Celtis mildbraedii";"Ba"
"685";"23_2_19_27";240;233;"BA";"Celtis mildbraedii";"Ba"
"686";"23_2_19_7";239;496;"AMZ";"Guibourtia ehie";"Amazakoué"
"687";"23_2_20_5";235;700;"SAM";"Triplochiton scleroxylon";"Samba"
"688";"23_2_21_11";272;231;"BI";"Eribrema oblonga";"Bi ou Eyong"
"689";"23_2_22_18";283;127;"BA";"Celtis mildbraedii";"Ba"
"690";"23_2_22_3";279;193;"DIF";"Morus mesozygia";"Difou"
"691";"23_2_23_8";288;158;"BA";"Celtis mildbraedii";"Ba"
"692";"23_2_25_3";298;1050;"ASA";"Celtis zenkeri";"Asan"
"693";"23_2_25_9";295;266;"BA";"Celtis mildbraedii";"Ba"
"694";"23_2_3_12";900;156;"ANB";"Aningueria robusta";"Aniegré blanc"
"695";"23_2_3_3";113;290;"DIF";"Morus mesozygia";"Difou"
"696";"23_2_3_8";851;191;"KEK";"Holoptelea grandis";"Kekele"
"697";"23_2_4_10";127;395;"BA";"Celtis mildbraedii";"Ba"
"698";"23_2_4_12";128;482;"ASA";"Celtis zenkeri";"Asan"
"699";"23_2_4_13";130;217;"BI";"Eribrema oblonga";"Bi ou Eyong"
"700";"23_2_4_5";124;225;"AKA";"Scottelia sp.";"Akossika"
"701";"23_2_7_4";170;596;"LOL";"Lannea welwitschii";"Loloti"
"702";"23_3_1_14";855;178;"EHO";"Ricinodendron africanum";"Eho"
"703";"23_3_10_18";121;600;"ANB";"Aningueria robusta";"Aniegré blanc"
"704";"23_3_11_1";701;164;"ACA";"Khaya ivorensis , anthotheca";"Acajou blanc"
"705";"23_3_11_13";866;358;"FRO";"Ceiba pentandra";"Fromager"
"706";"23_3_11_14";167;428;"BA";"Celtis mildbraedii";"Ba"
"707";"23_3_12_19";241;403;"SAM";"Triplochiton scleroxylon";"Samba"
"708";"23_3_12_4";168;215;"LOT";"Sterculia rhinopetala";"Lotofa"
"709";"23_3_13_1";176;203;"BA";"Celtis mildbraedii";"Ba"
"710";"23_3_13_11";180;587;"DIF";"Morus mesozygia";"Difou"
"711";"23_3_13_13";181;248;"LOT";"Sterculia rhinopetala";"Lotofa"
"712";"23_3_15_1";192;205;"BI";"Eribrema oblonga";"Bi ou Eyong"
"713";"23_3_15_2";194;750;"KOT";"Pterygota macrocarpa";"Koto"
"714";"23_3_16_1";226;900;"SAM";"Triplochiton scleroxylon";"Samba"
"715";"23_3_16_12";500;160;"AKA";"Scottelia sp.";"Akossika"
"716";"23_3_16_4";223;210;"DIF";"Morus mesozygia";"Difou"
"717";"23_3_17_2";216;231;"SAM";"Triplochiton scleroxylon";"Samba"
"718";"23_3_18_2";212;162;"AMZ";"Guibourtia ehie";"Amazakoué"
"719";"23_3_18_4";184;482;"ANB";"Aningueria robusta";"Aniegré blanc"
"720";"23_3_18_5";215;650;"AMZ";"Guibourtia ehie";"Amazakoué"
"721";"23_3_18_6";213;217;"DIF";"Morus mesozygia";"Difou"
"722";"23_3_2_16";751;166;"LOT";"Sterculia rhinopetala";"Lotofa"
"723";"23_3_2_4";107;302;"LOT";"Sterculia rhinopetala";"Lotofa"
"724";"23_3_2_6";857;288;"FRO";"Ceiba pentandra";"Fromager"
"725";"23_3_2_8";856;178;"AKT";"Gambeya africana";"Akatio"
"726";"23_3_20_1";199;600;"SAM";"Triplochiton scleroxylon";"Samba"
"727";"23_3_22_11";865;229;"FRO";"Ceiba pentandra";"Fromager"
"728";"23_3_22_6";952;230;"EHO";"Ricinodendron africanum";"Eho"
"729";"23_3_23_2";237;505;"EHO";"Ricinodendron africanum";"Eho"
"730";"23_3_23_6";239;1100;"SAM";"Triplochiton scleroxylon";"Samba"
"731";"23_3_23_9";240;1200;"FRO";"Ceiba pentandra";"Fromager"
"732";"23_3_24_11";247;3000;"FRO";"Ceiba pentandra";"Fromager"
"733";"23_3_25_5";251;437;"ANB";"Aningueria robusta";"Aniegré blanc"
"734";"23_3_25_6";249;320;"ANB";"Aningueria robusta";"Aniegré blanc"
"735";"23_3_4_21";860;128;"LOT";"Sterculia rhinopetala";"Lotofa"
"736";"23_3_5_2";233;900;"LOT";"Sterculia rhinopetala";"Lotofa"
"737";"23_3_5_4";861;340;"FRO";"Ceiba pentandra";"Fromager"
"738";"23_3_8_4";801;106;"DIF";"Morus mesozygia";"Difou"
"739";"23_3_8_7";149;429;"BA";"Celtis mildbraedii";"Ba"
"740";"23_3_9_1";859;114;"DIF";"Morus mesozygia";"Difou"
"741";"23_3_9_4";133;700;"EMI";"Alstonia congensis";"Emien"
"742";"23_3_9_7";139;262;"AKA";"Scottelia sp.";"Akossika"
"743";"23_4_1_1";229;279;"BA";"Celtis mildbraedii";"Ba"
"744";"23_4_1_4";900;158;"ACA";"Khaya ivorensis , anthotheca";"Acajou blanc"
"745";"23_4_12_16";651;550;"FRO";"Ceiba pentandra";"Fromager"
"746";"23_4_13_14";168;268;"BA";"Celtis mildbraedii";"Ba"
"747";"23_4_13_6";166;241;"AKA";"Scottelia sp.";"Akossika"
"748";"23_4_14_11";175;700;"AKT";"Gambeya africana";"Akatio"
"749";"23_4_14_4";863;272;"EHO";"Ricinodendron africanum";"Eho"
"750";"23_4_14_6";864;175;"BET";"Mansonia altissima";"Bete"
"751";"23_4_15_12";264;600;"SAM";"Triplochiton scleroxylon";"Samba"
"752";"23_4_15_7";180;263;"BI";"Eribrema oblonga";"Bi ou Eyong"
"753";"23_4_15_9";181;659;"ACA";"Khaya ivorensis , anthotheca";"Acajou blanc"
"754";"23_4_16_18";214;205;"DIF";"Morus mesozygia";"Difou"
"755";"23_4_16_6";216;120;"LOT";"Sterculia rhinopetala";"Lotofa"
"756";"23_4_17_10";206;236;"SAM";"Triplochiton scleroxylon";"Samba"
"757";"23_4_17_11";207;279;"FRO";"Ceiba pentandra";"Fromager"
"758";"23_4_17_13";208;700;"BA";"Celtis mildbraedii";"Ba"
"759";"23_4_17_5";203;550;"BA";"Celtis mildbraedii";"Ba"
"760";"23_4_19_8";190;377;"BA";"Celtis mildbraedii";"Ba"
"761";"23_4_20_1";186;296;"BA";"Celtis mildbraedii";"Ba"
"762";"23_4_20_3";605;388;"AKO";"Antiaris africana";"Ako"
"763";"23_4_22_2";223;277;"BA";"Celtis mildbraedii";"Ba"
"764";"23_4_23_18";230;167;"AKA";"Scottelia sp.";"Akossika"
"765";"23_4_23_7";239;900;"FRO";"Ceiba pentandra";"Fromager"
"766";"23_4_25_5";256;195;"BA";"Celtis mildbraedii";"Ba"
"767";"23_4_25_6";258;477;"SAM";"Triplochiton scleroxylon";"Samba"
"768";"23_4_3_18";801;395;"EHO";"Ricinodendron africanum";"Eho"
"769";"23_4_4_18";601;171;"BI";"Eribrema oblonga";"Bi ou Eyong"
"770";"23_4_4_19";602;285;"LOL";"Lannea welwitschii";"Loloti"
"771";"23_4_4_5";954;134;"FRO";"Ceiba pentandra";"Fromager"
"772";"23_4_4_7";804;701;"EHO";"Ricinodendron africanum";"Eho"
"773";"23_4_4_9";867;182;"EHO";"Ricinodendron africanum";"Eho"
"774";"23_4_5_2";120;244;"ANB";"Aningueria robusta";"Aniegré blanc"
"775";"23_4_7_5";145;504;"EHO";"Ricinodendron africanum";"Eho"
"776";"23_4_8_5";906;175;"FRO";"Ceiba pentandra";"Fromager"
"777";"23_4_8_6";905;170;"FRO";"Ceiba pentandra";"Fromager"
"778";"24_2_15_1";854;363;"LOL";"Lannea welwitschii";"Loloti"
"779";"24_2_22_10";278;223;"EMI";"Alstonia congensis";"Emien"
"780";"24_2_22_5";881;160;"TIA";"Entandrophragma angolense";"Tiama"
"781";"24_2_24_9";865;121;"LOL";"Lannea welwitschii";"Loloti"
"782";"24_2_25_17";557;337;"TIA";"Entandrophragma angolense";"Tiama"
"783";"24_3_4_3";855;398;"EHO";"Ricinodendron africanum";"Eho"
"784";"24_4_10_7";134;475;"BET";"Mansonia altissima";"Bete"
"785";"24_4_12_11";856;264;"FRO";"Ceiba pentandra";"Fromager"
"786";"24_4_12_3";211;508;"LON";"Celtis adolphi-frederici";"Lohonfé"
"787";"24_4_13_5";165;197;"BA";"Celtis mildbraedii";"Ba"
"788";"24_4_18_7";867;250;"FRO";"Ceiba pentandra";"Fromager"
"789";"24_4_19_3";804;389;"FRO";"Ceiba pentandra";"Fromager"
"790";"24_4_19_5";557;122;"DIF";"Morus mesozygia";"Difou"
"791";"24_4_21_5";754;223;"LOL";"Lannea welwitschii";"Loloti"
"792";"24_4_23_10";610;205;"FRO";"Ceiba pentandra";"Fromager"
"793";"24_4_24_5";751;158;"LOL";"Lannea welwitschii";"Loloti"
"794";"24_4_8_2";600;124;"BA";"Celtis mildbraedii";"Ba"
"795";"25_1_13_13";232;395;"BA";"Celtis mildbraedii";"Ba"
"796";"25_1_13_9";235;165;"BA";"Celtis mildbraedii";"Ba"
"797";"25_1_14_7";252;300;"LON";"Celtis adolphi-frederici";"Lohonfé"
"798";"25_1_16_1";300;403;"ABO";"Entandrophragma cylindricum";"Sapelli"
"799";"25_2_20_1";702;172;"BA";"Celtis mildbraedii";"Ba"
"800";"25_2_23_2";601;1100;"FRO";"Ceiba pentandra";"Fromager"
"801";"25_2_23_3";703;276;"FRO";"Ceiba pentandra";"Fromager"
"802";"25_2_24_1";318;300;"BA";"Celtis mildbraedii";"Ba"
"803";"25_2_4_9";146;394;"LON";"Celtis adolphi-frederici";"Lohonfé"
"804";"25_3_1_7";851;169;"FRO";"Ceiba pentandra";"Fromager"
"805";"25_3_10_7";167;505;"AKT";"Gambeya africana";"Akatio"
"806";"25_3_19_3";901;212;"LOL";"Lannea welwitschii";"Loloti"
"807";"25_4_12_8";192;232;"BA";"Celtis mildbraedii";"Ba"
"808";"25_4_16_3";203;600;"AKT";"Gambeya africana";"Akatio"
"809";"25_4_16_4";205;358;"KEK";"Holoptelea grandis";"Kekele"
"810";"25_4_16_7";230;478;"ASA";"Celtis zenkeri";"Asan"
"811";"25_4_20_12";219;600;"BI";"Eribrema oblonga";"Bi ou Eyong"
"812";"25_4_20_6";216;344;"LON";"Celtis adolphi-frederici";"Lohonfé"
"813";"25_4_7_7";166;350;"SAM";"Triplochiton scleroxylon";"Samba"
"814";"3_1_1_1";106;353;"BET";"Mansonia altissima";"Bete"
"815";"3_1_1_3";850;209;"FRO";"Ceiba pentandra";"Fromager"
"816";"3_1_1_3";850;209;"FRO";"Ceiba pentandra";"Fromager"
"817";"3_1_1_3";850;209;"FRO";"Ceiba pentandra";"Fromager"
"818";"3_1_1_3";850;209;"FRO";"Ceiba pentandra";"Fromager"
"819";"3_1_1_6";103;600;"AKT";"Gambeya africana";"Akatio"
"820";"3_1_1_7";106;411;"BET";"Mansonia altissima";"Bete"
"821";"3_1_10_3";171;300;"BA";"Celtis mildbraedii";"Ba"
"822";"3_1_11_19";858;178;"FRO";"Ceiba pentandra";"Fromager"
"823";"3_1_11_20";857;332;"FRO";"Ceiba pentandra";"Fromager"
"824";"3_1_11_20";857;332;"FRO";"Ceiba pentandra";"Fromager"
"825";"3_1_11_8";955;250;"FRO";"Ceiba pentandra";"Fromager"
"826";"3_1_12_12";235;480;"BET";"Mansonia altissima";"Bete"
"827";"3_1_12_12";235;480;"BET";"Mansonia altissima";"Bete"
"828";"3_1_12_12";235;480;"BET";"Mansonia altissima";"Bete"
"829";"3_1_12_15";229;171;"BA";"Celtis mildbraedii";"Ba"
"830";"3_1_13_15";244;366;"AKT";"Gambeya africana";"Akatio"
"831";"3_1_14_10";261;225;"BA";"Celtis mildbraedii";"Ba"
"832";"3_1_14_2";258;267;"BA";"Celtis mildbraedii";"Ba"
"833";"3_1_14_3";257;302;"AKT";"Gambeya africana";"Akatio"
"834";"3_1_15_5";802;133;"BA";"Celtis mildbraedii";"Ba"
"835";"3_1_16_3";325;250;"BA";"Celtis mildbraedii";"Ba"
"836";"3_1_18_6";306;400;"BA";"Celtis mildbraedii";"Ba"
"837";"3_1_18_7";301;308;"ABO";"Entandrophragma cylindricum";"Sapelli"
"838";"3_1_19_4";856;260;"BAE";"Fagara macrophylla";"Bahé"
"839";"3_1_19_9";200;475;"KOB";"Nesogordonia papaverifera";"Kotibe"
"840";"3_1_2_1";113;250;"EHO";"Ricinodendron africanum";"Eho"
"841";"3_1_2_8";119;372;"DIF";"Morus mesozygia";"Difou"
"842";"3_1_20_9";286;800;"BA";"Celtis mildbraedii";"Ba"
"843";"3_1_25_12";360;500;"BA";"Celtis mildbraedii";"Ba"
"844";"3_1_25_3";953;303;"IRO";"Chlorophora regia, C. excelsa";"Iroko"
"845";"3_1_25_3";953;303;"IRO";"Chlorophora regia, C. excelsa";"Iroko"
"846";"3_1_3_2";853;234;"FRO";"Ceiba pentandra";"Fromager"
"847";"3_1_3_3";851;190;"FRO";"Ceiba pentandra";"Fromager"
"848";"3_1_3_7";854;256;"FRO";"Ceiba pentandra";"Fromager"
"849";"3_1_4_2";801;277;"POR";"Sterculia tragacantha";"Pore-pore"
"850";"3_1_4_9";702;129;"AMZ";"Guibourtia ehie";"Amazakoué"
"851";"3_1_5_16";952;187;"FRO";"Ceiba pentandra";"Fromager"
"852";"3_1_5_5";151;121;"BA";"Celtis mildbraedii";"Ba"
"853";"3_1_6_1";149;175;"BA";"Celtis mildbraedii";"Ba"
"854";"3_1_6_13";209;256;"BA";"Celtis mildbraedii";"Ba"
"855";"3_1_6_14";208;500;"AKA";"Scottelia sp.";"Akossika"
"856";"3_1_6_16";203;181;"KOB";"Nesogordonia papaverifera";"Kotibe"
"857";"3_1_6_2";150;449;"AMZ";"Guibourtia ehie";"Amazakoué"
"858";"3_1_7_12";197;600;"AKT";"Gambeya africana";"Akatio"
"859";"3_1_7_12";197;600;"AKT";"Gambeya africana";"Akatio"
"860";"3_1_7_8";202;273;"AKT";"Gambeya africana";"Akatio"
"861";"3_1_8_10";600;105;"KOB";"Nesogordonia papaverifera";"Kotibe"
"862";"3_1_8_10";600;105;"KOB";"Nesogordonia papaverifera";"Kotibe"
"863";"3_1_8_6";192;550;"ASA";"Celtis zenkeri";"Asan"
"864";"3_2_1_3";103;307;"BA";"Celtis mildbraedii";"Ba"
"865";"3_2_10_3";139;450;"AKT";"Gambeya africana";"Akatio"
"866";"3_2_10_3";139;450;"AKT";"Gambeya africana";"Akatio"
"867";"3_2_17_7";223;576;"BET";"Mansonia altissima";"Bete"
"868";"3_2_18_8";800;269;"FRO";"Ceiba pentandra";"Fromager"
"869";"3_2_19_2";852;288;"FRO";"Ceiba pentandra";"Fromager"
"870";"3_2_2_2";153;165;"SAM";"Triplochiton scleroxylon";"Samba"
"871";"3_2_20_6";954;173;"BA";"Celtis mildbraedii";"Ba"
"872";"3_2_23_1";550;480;"EHO";"Ricinodendron africanum";"Eho"
"873";"3_2_25_5";802;330;"KOT";"Pterygota macrocarpa";"Koto"
"874";"3_2_6_10";900;189;"FRO";"Ceiba pentandra";"Fromager"
"875";"3_2_6_11";173;600;"BI";"Eribrema oblonga";"Bi ou Eyong"
"876";"3_2_6_14";174;600;"SAM";"Triplochiton scleroxylon";"Samba"
"877";"3_2_6_16";195;149;"BA";"Celtis mildbraedii";"Ba"
"878";"3_2_6_16";195;149;"BA";"Celtis mildbraedii";"Ba"
"879";"3_2_7_1";851;263;"EHO";"Ricinodendron africanum";"Eho"
"880";"3_2_7_2";160;412;"BA";"Celtis mildbraedii";"Ba"
"881";"3_2_7_3";163;250;"BA";"Celtis mildbraedii";"Ba"
"882";"3_3_10_3";850;429;"EHO";"Ricinodendron africanum";"Eho"
"883";"3_3_11_2";152;590;"ARI";"Trichilia tessmannii";"Aribanda"
"884";"3_3_11_4";150;405;"BET";"Mansonia altissima";"Bete"
"885";"3_3_13_7";174;550;"BA";"Celtis mildbraedii";"Ba"
"886";"3_3_17_1";311;188;"BA";"Celtis mildbraedii";"Ba"
"887";"3_3_18_6";603;302;"FRO";"Ceiba pentandra";"Fromager"
"888";"3_3_2_8";107;157;"AKT";"Gambeya africana";"Akatio"
"889";"3_3_2_8";107;157;"AKT";"Gambeya africana";"Akatio"
"890";"3_3_2_8";107;157;"AKT";"Gambeya africana";"Akatio"
"891";"3_3_20_3";264;590;"LOT";"Sterculia rhinopetala";"Lotofa"
"892";"3_3_20_3";264;590;"LOT";"Sterculia rhinopetala";"Lotofa"
"893";"3_3_20_6";861;310;"LOL";"Lannea welwitschii";"Loloti"
"894";"3_3_24_4";373;110;"POU";"Funtumia sp.";"Pouo"
"895";"3_3_7_3";187;187;"BA";"Celtis mildbraedii";"Ba"
"896";"3_3_8_1";501;550;"FRO";"Ceiba pentandra";"Fromager"
"897";"3_3_8_1";501;550;"FRO";"Ceiba pentandra";"Fromager"
"898";"3_3_9_2";163;585;"LOL";"Lannea welwitschii";"Loloti"
"899";"3_3_9_7";150;376;"BET";"Mansonia altissima";"Bete"
"900";"3_4_11_2";162;377;"BA";"Celtis mildbraedii";"Ba"
"901";"3_4_11_8";227;142;"BA";"Celtis mildbraedii";"Ba"
"902";"3_4_13_7";153;309;"BI";"Eribrema oblonga";"Bi ou Eyong"
"903";"3_4_14_10";243;450;"LON";"Celtis adolphi-frederici";"Lohonfé"
"904";"3_4_14_4";261;500;"BI";"Eribrema oblonga";"Bi ou Eyong"
"905";"3_4_14_5";262;1160;"BA";"Celtis mildbraedii";"Ba"
"906";"3_4_16_1";752;339;"FRO";"Ceiba pentandra";"Fromager"
"907";"3_4_16_1";752;339;"FRO";"Ceiba pentandra";"Fromager"
"908";"3_4_16_1";752;339;"FRO";"Ceiba pentandra";"Fromager"
"909";"3_4_16_1";752;339;"FRO";"Ceiba pentandra";"Fromager"
"910";"3_4_16_1";752;339;"FRO";"Ceiba pentandra";"Fromager"
"911";"3_4_16_9";335;187;"BA";"Celtis mildbraedii";"Ba"
"912";"3_4_17_1";753;302;"LOL";"Lannea welwitschii";"Loloti"
"913";"3_4_17_1";753;302;"LOL";"Lannea welwitschii";"Loloti"
"914";"3_4_17_5";319;608;"LON";"Celtis adolphi-frederici";"Lohonfé"
"915";"3_4_18_11";860;124;"BA";"Celtis mildbraedii";"Ba"
"916";"3_4_18_13";303;350;"SAM";"Triplochiton scleroxylon";"Samba"
"917";"3_4_18_13";303;350;"SAM";"Triplochiton scleroxylon";"Samba"
"918";"3_4_18_4";306;291;"BET";"Mansonia altissima";"Bete"
"919";"3_4_18_8";305;199;"ABO";"Entandrophragma cylindricum";"Sapelli"
"920";"3_4_18_9";307;480;"SAM";"Triplochiton scleroxylon";"Samba"
"921";"3_4_19_2";257;348;"POU";"Funtumia sp.";"Pouo"
"922";"3_4_2_11";122;362;"BA";"Celtis mildbraedii";"Ba"
"923";"3_4_2_4";120;277;"BA";"Celtis mildbraedii";"Ba"
"924";"3_4_2_8";127;300;"POU";"Funtumia sp.";"Pouo"
"925";"3_4_20_2";861;139;"BI";"Eribrema oblonga";"Bi ou Eyong"
"926";"3_4_20_3";862;131;"BI";"Eribrema oblonga";"Bi ou Eyong"
"927";"3_4_20_3";862;131;"BI";"Eribrema oblonga";"Bi ou Eyong"
"928";"3_4_21_4";345;321;"BA";"Celtis mildbraedii";"Ba"
"929";"3_4_21_4";345;321;"BA";"Celtis mildbraedii";"Ba"
"930";"3_4_22_4";357;240;"ANB";"Aningueria robusta";"Aniegré blanc"
"931";"3_4_23_1";363;229;"KOB";"Nesogordonia papaverifera";"Kotibe"
"932";"3_4_23_4";804;172;"BA";"Celtis mildbraedii";"Ba"
"933";"3_4_24_13";382;256;"AMZ";"Guibourtia ehie";"Amazakoué"
"934";"3_4_24_3";377;700;"BA";"Celtis mildbraedii";"Ba"
"935";"3_4_3_1";854;249;"LOL";"Lannea welwitschii";"Loloti"
"936";"3_4_3_3";853;264;"FRO";"Ceiba pentandra";"Fromager"
"937";"3_4_3_3";853;264;"FRO";"Ceiba pentandra";"Fromager"
"938";"3_4_3_8";856;308;"EHO";"Ricinodendron africanum";"Eho"
"939";"3_4_3_8";856;308;"EHO";"Ricinodendron africanum";"Eho"
"940";"3_4_7_3";951;241;"FRO";"Ceiba pentandra";"Fromager"
"941";"3_4_8_2";195;450;"BA";"Celtis mildbraedii";"Ba"
"942";"3_4_8_7";196;316;"BI";"Eribrema oblonga";"Bi ou Eyong"
"943";"3_4_9_1";129;269;"LOT";"Sterculia rhinopetala";"Lotofa"
"944";"4_1_13_2";241;400;"BA";"Celtis mildbraedii";"Ba"
"945";"4_1_21_2";606;319;"BET";"Mansonia altissima";"Bete"
"946";"4_3_11_4";268;392;"ACA";"Khaya ivorensis , anthotheca";"Acajou blanc"
"947";"4_3_3_1";113;500;"AKT";"Gambeya africana";"Akatio"
"948";"4_3_3_2";127;900;"AKT";"Gambeya africana";"Akatio"
"949";"4_4_10_3";152;1500;"LOL";"Lannea welwitschii";"Loloti"
"950";"4_4_12_3";204;646;"BA";"Celtis mildbraedii";"Ba"
"951";"4_4_25_8";309;197;"BA";"Celtis mildbraedii";"Ba"
"952";"4_4_9_5";850;450;"AKO";"Antiaris africana";"Ako"
"953";"5_1_1_2";104;850;"SAM";"Triplochiton scleroxylon";"Samba"
"954";"5_1_1_7";106;486;"FRO";"Ceiba pentandra";"Fromager"
"955";"5_1_11_14";152;530;"AKT";"Gambeya africana";"Akatio"
"956";"5_1_11_2";149;180;"AKA";"Scottelia sp.";"Akossika"
"957";"5_1_11_4";149;423;"AKA";"Scottelia sp.";"Akossika"
"958";"5_1_11_5";150;800;"AKT";"Gambeya africana";"Akatio"
"959";"5_1_12_4";158;600;"AKT";"Gambeya africana";"Akatio"
"960";"5_1_16_20";207;349;"BA";"Celtis mildbraedii";"Ba"
"961";"5_1_16_25";204;490;"AKT";"Gambeya africana";"Akatio"
"962";"5_1_16_3";202;1110;"ANB";"Aningueria robusta";"Aniegré blanc"
"963";"5_1_17_1";180;481;"BI";"Eribrema oblonga";"Bi ou Eyong"
"964";"5_1_17_7";192;530;"BET";"Mansonia altissima";"Bete"
"965";"5_1_18_2";550;273;"SAM";"Triplochiton scleroxylon";"Samba"
"966";"5_1_2_12";109;900;"AKA";"Scottelia sp.";"Akossika"
