;OldVernacular;OldScientificName;Oldgenus;Oldspecies;TreeID;SampleID;RDMC;RootAverageLenght;RSL;BarkTh;PetioleL;LeafThickness;LeafArea;FreshWeight;DryWeight;LDMC;SLA;Dispers;Deciduousness;SPAD;Filled;Operator;Rootdryweight;Rootfreshweight;RootsArea;RSA;field_name;genus;species;MeanDBH;N;Roots_length;meanWD;sdWD;levelWD;nInd;family,,,,,,,,,,,,,,,,,,
407;Ouindo;Lasiodiscus mildbraedii;Lasiodiscus;mildbraedii;C;2;632,2580645;NA;0,476321276;0,36;0,5;0,04;7668;0,88;375;426,14;20,448;3;2;57,7;NA;Vincyane;196;0,31;641,462;3,272765306;ouindo;Lasiodiscus;mildbraedii;135,3435754;358;93,35897;0,784;0,09413391;genus;1;Rhamnaceae,,
408;Ouindo;Lasiodiscus mildbraedii;Lasiodiscus;mildbraedii;C;3;725;NA;0,742926609;0,31;1;0,02;8895;0,92;369;401,09;24,10569106;3;2;42,4;NA;Vincyane;174;0,24;640,677;3,682051724;ouindo;Lasiodiscus;mildbraedii;135,3435754;358;129,26923;0,784;0,09413391;genus;1;Rhamnaceae,,,,
409;Tuibesso;Baphia bancoensis;Baphia;bancoensis;A;1;538,0952381;NA;0,408214195;0,4;1,1;0,01;3502;0,43;181;420,93;19,3480663;1;2;53,6;NA;Vincyane;113;0,21;352,592;3,120283186;tuibesso;Baphia;bancoensis;139,3697318;522;46,128204;0,772;0,09413391;genus;2;Fabaceae,,
410;Tuibesso;Baphia bancoensis;Baphia;bancoensis;A;2;663,6363636;NA;0,970846521;0,3;0,9;0,02;3676;0,38;160;421,05;22,975;1;2;47,7;NA;Vincyane;73;0,11;340,044;4,658136986;tuibesso;Baphia;bancoensis;139,3697318;522;70,871796;0,772;0,09413391;genus;2;Fabaceae,,
411;Tuibesso;Baphia bancoensis;Baphia;bancoensis;A;3;700;NA;1,004884;0,35;1;0,02;4215;0,48;196;408,33;21,50510204;1;2;55,3;NA;Vincyane;42;0,06;235,029;5,595928571;tuibesso;Baphia;bancoensis;139,3697318;522;42,205128;0,772;0,09413391;genus;2;Fabaceae,,,,
412;Tuibesso;Baphia bancoensis;Baphia;bancoensis;B;1;492;NA;0,38461539;0,43;1,5;0,02;3957;0,48;223;464,58;17,74439462;1;2;54,6;NA;Vincyane;123;0,25;340,437;2,767780488;tuibesso;Baphia;bancoensis;139,3697318;522;47,307693;0,772;0,09413391;genus;2;Fabaceae,,,
413;Tuibesso;Baphia bancoensis;Baphia;bancoensis;B;2;490;NA;0,677917347;0,38;1,3;0,01;4475;0,5;226;452;19,80088496;1;2;53,6;NA;Vincyane;49;0,1;199,2;4,065306122;tuibesso;Baphia;bancoensis;139,3697318;522;33,21795;0,772;0,09413391;genus;2;Fabaceae,,,,
414;Tuibesso;Baphia bancoensis;Baphia;bancoensis;B;3;492,5925926;NA;0,371891278;0,38;1,3;0,02;6470;0,75;333;444;19,42942943;1;2;58,4;NA;Vincyane;133;0,27;382,76;2,877894737;tuibesso;Baphia;bancoensis;139,3697318;522;49,46154;0,772;0,09413391;genus;2;Fabaceae,,,
415;Tuibesso;Baphia bancoensis;Baphia;bancoensis;C;1;462,5;NA;1,427234946;0,34;1;0,02;2879;0,27;108;400;26,65740741;1;2;49,3;NA;Vincyane;37;0,08;231,282;6,250864865;tuibesso;Baphia;bancoensis;139,3697318;522;52,807693;0,772;0,09413391;genus;2;Fabaceae,,,,
416;Tuibesso;Baphia bancoensis;Baphia;bancoensis;C;2;458,3333333;NA;0,859673636;0,37;0,8;0,02;3649;0,32;138;431,25;26,44202899;1;2;49,5;NA;Vincyane;55;0,12;267,553;4,8646;tuibesso;Baphia;bancoensis;139,3697318;522;47,28205;0,772;0,09413391;genus;2;Fabaceae,,
417;Tuibesso;Baphia bancoensis;Baphia;bancoensis;C;3;566,6666667;NA;0,438461529;0,39;0,9;0,02;3912;0,43;170;395,35;23,01176471;1;2;46,6;NA;Vincyane;85;0,15;259,863;3,057211765;tuibesso;Baphia;bancoensis;139,3697318;522;37,26923;0,772;0,09413391;genus;2;Fabaceae,,
418;Baimbrou;Diospyros canaliculata;Diospyros;canaliculata;A;1;505,1724138;NA;0,506388396;0,24;1;0,03;8605;1,6;698;436,25;12,32808023;3;2;64,1;NA;Vincyane;293;0,58;1254,048;4,280027304;baimbrou;Diospyros;canaliculata;155,0051282;195;148,3718;0,683275126;0,09413391;genus;132;Ebenaceae,,,
419;Baimbrou;Diospyros canaliculata;Diospyros;canaliculata;A;2;620,5882353;NA;0,439543081;0,32;1,2;0,02;6071;1,01;438;433,66;13,86073059;3;2;66,3;NA;Vincyane;211;0,34;684,342;3,243327014;baimbrou;Diospyros;canaliculata;155,0051282;195;92,74359;0,683275126;0,09413391;genus;132;Ebenaceae,,
420;Baimbrou;Diospyros canaliculata;Diospyros;canaliculata;A;3;581,8181818;NA;0,588341328;0,22;1,1;0,02;9965;1,7;798;469,41;12,48746867;3;2;76,4;NA;Vincyane;128;0,22;570,525;4,457226563;baimbrou;Diospyros;canaliculata;155,0051282;195;75,30769;0,683275126;0,09413391;genus;132;Ebenaceae,,
421;Baimbrou;Diospyros canaliculata;Diospyros;canaliculata;B;1;555,9139785;NA;0,271760155;0,39;1,3;0,03;9624;2,05;1157;564,39;8,318063959;3;2;75,9;NA;Vincyane;517;0,93;1498,778;2,898990329;baimbrou;Diospyros;canaliculata;155,0051282;195;140,5;0,683275126;0,09413391;genus;132;Ebenaceae,,
422;Baimbrou;Diospyros canaliculata;Diospyros;canaliculata;B;2;460,3174603;NA;0,724889448;0,41;1,4;0,03;10822;2,41;1195;495,85;9,056066946;3;2;76,4;NA;Vincyane;290;0,63;1488,03;5,131137931;baimbrou;Diospyros;canaliculata;155,0051282;195;210,21794;0,683275126;0,09413391;genus;132;Ebenaceae,,
423;Baimbrou;Diospyros canaliculata;Diospyros;canaliculata;B;3;688,5245902;NA;0,249236881;0,39;1,3;0,02;12544;2,2;1079;490,45;11,62557924;3;2;75,4;NA;Vincyane;420;0,61;1064,468;2,534447619;baimbrou;Diospyros;canaliculata;155,0051282;195;104,67949;0,683275126;0,09413391;genus;132;Ebenaceae,,
424;Baimbrou;Diospyros canaliculata;Diospyros;canaliculata;C;1;473,7288136;NA;0,458167084;0,41;1,2;0,02;9129;1,68;735;437,5;12,42040816;3;2;59,7;NA;Vincyane;559;1,18;2189,042;3,915996422;baimbrou;Diospyros;canaliculata;155,0051282;195;256,1154;0,683275126;0,09413391;genus;132;Ebenaceae,,
425;Baimbrou;Diospyros canaliculata;Diospyros;canaliculata;C;2;475,4716981;NA;0,532305635;0,4;1,1;0,02;9459;1,77;781;441,24;12,11139565;3;2;67,9;NA;Vincyane;252;0,53;1095,895;4,348789683;baimbrou;Diospyros;canaliculata;155,0051282;195;134,14102;0,683275126;0,09413391;genus;132;Ebenaceae,,
426;Baimbrou;Diospyros canaliculata;Diospyros;canaliculata;C;3;376,4150943;NA;0,661814837;0,41;1,3;0,03;14540;3,08;1487;482,79;9,778076664;3;2;73,1;NA;Vincyane;399;1,06;2034,358;5,098641604;baimbrou;Diospyros;canaliculata;155,0051282;195;264,06412;0,683275126;0,09413391;genus;132;Ebenaceae,,
427;Kamaia;Dictyandra arborescens;Dictyandra;arborescens;A;1;355,5555556;NA;1,801882969;0,47;2,9;0,04;5988;0,88;345;392,05;17,35652174;3;NA;61,7;NA;Vincyane;64;0,18;641,74;10,0271875;kamaia;Morelia;senegalensis;154,2657343;143;115,32051;0,637368868;0,123401724;family;89;Rubiaceae,,
428;Kamaia;Dictyandra arborescens;Dictyandra;arborescens;A;2;400;NA;0,932692333;0,38;2,9;0,02;7617;1,32;557;421,97;13,67504488;3;NA;54,9;NA;Vincyane;60;0,15;364,715;6,078583333;kamaia;Morelia;senegalensis;154,2657343;143;55,96154;0,637368868;0,123401724;family;89;Rubiaceae,,,
429;Kamaia;Dictyandra arborescens;Dictyandra;arborescens;A;3;356,5217391;NA;1,260787927;0,37;2,3;0,02;4897;0,85;408;480;12,00245098;3;NA;60,2;NA;Vincyane;82;0,23;634,263;7,734914634;kamaia;Morelia;senegalensis;154,2657343;143;103,38461;0,637368868;0,123401724;family;89;Rubiaceae,,,
430;Kamaia;Dictyandra arborescens;Dictyandra;arborescens;B;1;392,6829268;NA;0,937171491;0,51;2,7;0,02;5957;0,95;480;505,26;12,41041667;3;NA;61;NA;Vincyane;161;0,41;978,79;6,079440994;kamaia;Morelia;senegalensis;154,2657343;143;150,88461;0,637368868;0,123401724;family;89;Rubiaceae,,,
431;Kamaia;Dictyandra arborescens;Dictyandra;arborescens;B;2;481,8181818;NA;0,694484774;0,55;2,7;0,03;5923;1,3;673;517,69;8,80089153;3;NA;72,8;NA;Vincyane;53;0,11;222,235;4,193113208;kamaia;Morelia;senegalensis;154,2657343;143;36,807693;0,637368868;0,123401724;family;89;Rubiaceae,,
432;Kamaia;Dictyandra arborescens;Dictyandra;arborescens;B;3;385,7142857;NA;1,333808148;0,5;2,5;0,02;7162;1,4;706;504,29;10,14447592;3;NA;70,3;NA;Vincyane;54;0,14;394,163;7,299314815;kamaia;Morelia;senegalensis;154,2657343;143;72,02564;0,637368868;0,123401724;family;89;Rubiaceae,,
433;Kamaia;Dictyandra arborescens;Dictyandra;arborescens;C;1;409,5238095;NA;0,984794302;0,3;3;0,02;6592;1,31;706;538,93;9,337110482;3;NA;68;NA;Vincyane;86;0,21;541,224;6,293302326;kamaia;Morelia;senegalensis;154,2657343;143;84,69231;0,637368868;0,123401724;family;89;Rubiaceae,,,,
434;Kamaia;Dictyandra arborescens;Dictyandra;arborescens;C;2;441,6666667;NA;0,711296604;0,29;2,4;0,02;7162;1,51;815;539,74;8,787730061;3;NA;71,6;NA;Vincyane;106;0,24;576,97;5,443113208;kamaia;Morelia;senegalensis;154,2657343;143;75,39744;0,637368868;0,123401724;family;89;Rubiaceae,,
435;Kamaia;Dictyandra arborescens;Dictyandra;arborescens;C;3;337,1212121;NA;1,194065056;0,3;2;0,02;10224;1,72;858;498,84;11,91608392;3;NA;61,1;NA;Vincyane;445;1,32;3424,309;7,695076404;kamaia;Morelia;senegalensis;154,2657343;143;531,35895;0,637368868;0,123401724;family;89;Rubiaceae,,,
