;OldVernacular;OldScientificName;Oldgenus;Oldspecies;TreeID;SampleID;RDMC;RootAverageLenght;RSL;BarkTh;PetioleL;LeafThickness;LeafArea;FreshWeight;DryWeight;LDMC;SLA;Dispers;Deciduousness;SPAD;Filled;Operator;Rootdryweight;Rootfreshweight;RootsArea;RSA;field_name;genus;species;MeanDBH;N;Roots_length;meanWD;sdWD;levelWD;nInd;family,,,,,,,,,,,,,,,,,,
161;Papayer;Carica papaya;Carica;papaya;C;3;129,0322581;3,843;0,01261439;0,35;51,7;0,48;116932;26,3;4540;172,62;25,75594714;3;2;47,2;0;Marco;40;0,31;744,868;18,6217;papayer;Carica;papaya;136,9230769;456;0,5045756;0,1875;0,09413391;genus;2;Caricaceae,
162;Papayer;Carica papaya;Carica;papaya;A;1;120;6,734;0,005030028;0,42;60,3;0,32;101944;18,68;3790;202,89;26,89815303;3;2;58,8;0;Marco;60;0,5;769,094;12,81823333;papayer;Carica;papaya;136,9230769;456;0,30180165;0,1875;0,09413391;genus;2;Caricaceae,,
163;Pepe Angrouafou;Ficus variifolia;Ficus;variifolia;A;2;217,3913043;1,612;0,008749206;0,66;3;0,4;6102;1,42;592;415,73;10,30743243;3;2;42,5;0;Marco;100;0,46;974,799;9,74799;pepe_angrouafou;Ficus;variifolia;390,4166667;36;0,87492055;0,405534662;0,09413391;genus;92;Moraceae,,
164;Pepe Angrouafou;Ficus variifolia;Ficus;variifolia;A;3;288,1355932;1,827;0,006954765;0,73;3,3;0,41;8407;2,36;938;397,46;8,962686567;3;2;43,2;0;Marco;170;0,59;1410,027;8,294276471;pepe_angrouafou;Ficus;variifolia;390,4166667;36;1,1823101;0,405534662;0,09413391;genus;92;Moraceae,
165;Pepe Angrouafou;Ficus variifolia;Ficus;variifolia;B;1;300;1,947;0,017973993;0,62;2;0,43;8688;2,04;860;421,98;10,10232558;3;2;42,5;0;Marco;30;0,1;347,82;11,594;pepe_angrouafou;Ficus;variifolia;390,4166667;36;0,5392198;0,405534662;0,09413391;genus;92;Moraceae,,,
166;Pepe Angrouafou;Ficus variifolia;Ficus;variifolia;B;2;428,5714286;2,466;0,011271773;0,64;2,7;0,44;13249;2,64;1130;428,35;11,72477876;3;2;39,7;0;Marco;60;0,14;467,779;7,796316667;pepe_angrouafou;Ficus;variifolia;390,4166667;36;0,67630637;0,405534662;0,09413391;genus;92;Moraceae,
167;Pepe Angrouafou;Ficus variifolia;Ficus;variifolia;B;3;300;2,129;0,010831995;0,74;3,1;0,46;13601;2,88;1497,5;520,33;9,082470785;3;2;44,1;0;Marco;30;0,1;294,683;9,822766667;pepe_angrouafou;Ficus;variifolia;390,4166667;36;0,32495984;0,405534662;0,09413391;genus;92;Moraceae,
168;Pepe Angrouafou;Ficus variifolia;Ficus;variifolia;C;1;250;2,504;0,012380014;0,68;2,6;0,45;6272;1,99;815;410,58;7,695705521;3;2;44,4;0;Marco;90;0,36;791,467;8,794077778;pepe_angrouafou;Ficus;variifolia;390,4166667;36;1,1142013;0,405534662;0,09413391;genus;92;Moraceae,,
169;Pepe Angrouafou;Ficus variifolia;Ficus;variifolia;C;2;267,8571429;2,393;0,01144665;0,66;2,2;0,36;15287;4,86;1720;354,27;8,887790698;3;2;41,3;0;Marco;150;0,56;1515,248;10,10165333;pepe_angrouafou;Ficus;variifolia;390,4166667;36;1,7169975;0,405534662;0,09413391;genus;92;Moraceae,
170;Pepe Angrouafou;Ficus variifolia;Ficus;variifolia;C;3;264,7058824;2,029;0,017409008;0,79;5,6;0,5;2757;0,8;235;295,6;11,73191489;3;2;39,1;1;Marco;90;0,34;1072,733;11,91925556;pepe_angrouafou;Ficus;variifolia;390,4166667;36;1,5668107;0,405534662;0,09413391;genus;92;Moraceae,
171;Pepe Angrouafou;Ficus variifolia;Ficus;variifolia;A;1;203,3898305;2,052;0,008301978;0,65;2,8;0,43;8327;2,09;852;408,05;9,773474178;3;2;43;0;Marco;120;0,59;1272,503;10,60419167;pepe_angrouafou;Ficus;variifolia;390,4166667;36;0,9962373;0,405534662;0,09413391;genus;92;Moraceae,,
172;Samba;Triplochiton scleroxylon;Triplochiton;scleroxylon;A;2;237,2881356;2,912;0,0090513;0,75;4,2;0,29;7494;1,3;762,5;586,94;9,828196721;2;1;38;0;Marco;70;0,295;777,113;11,10161429;samba;Triplochiton;scleroxylon;504,1105948;1076;0,633591;0,3345;0,070823262;species;24;Malvaceae,
173;Samba;Triplochiton scleroxylon;Triplochiton;scleroxylon;A;3;453,0011325;4,017;0,008799961;0,81;3;0,28;5258;0,98;666;676,21;7,894894895;2;1;42,1;0;Marco;80;0,1766;629,456;7,8682;samba;Triplochiton;scleroxylon;504,1105948;1076;0,7039969;0,3345;0,070823262;species;24;Malvaceae,,
174;Samba;Triplochiton scleroxylon;Triplochiton;scleroxylon;B;1;438,3561644;1,562;0,013095559;0,83;5,1;0,27;11852;1,88;1165;620,34;10,17339056;2;1;45,1;0;Marco;80;0,1825;759,295;9,4911875;samba;Triplochiton;scleroxylon;504,1105948;1076;1,0476447;0,3345;0,070823262;species;24;Malvaceae,
175;Samba;Triplochiton scleroxylon;Triplochiton;scleroxylon;B;2;450,3055645;3,471;0,012370259;0,8;4,6;0,29;11801;1,64;1050;639,02;11,23904762;2;1;39,4;0;Marco;140;0,3109;1305,729;9,326635714;samba;Triplochiton;scleroxylon;504,1105948;1076;1,7318362;0,3345;0,070823262;species;24;Malvaceae,
176;Samba;Triplochiton scleroxylon;Triplochiton;scleroxylon;B;3;441,9027814;2,43;0,008346229;0,91;5,9;0,28;22057;2,87;2050;715,53;10,7595122;2;1;43,4;0;Marco;170;0,3847;1248,314;7,343023529;samba;Triplochiton;scleroxylon;504,1105948;1076;1,418859;0,3345;0,070823262;species;24;Malvaceae,
177;Samba;Triplochiton scleroxylon;Triplochiton;scleroxylon;C;1;410,7981221;5,186;0,006904;0,77;4,7;0,27;12572;1,47;877,5;595,38;14,32706553;2;1;45,6;0;Marco;70;0,1704;491,671;7,023871429;samba;Triplochiton;scleroxylon;504,1105948;1076;0,48327997;0,3345;0,070823262;species;24;Malvaceae
178;Samba;Triplochiton scleroxylon;Triplochiton;scleroxylon;C;2;406,8047337;1,731;0,006780392;0,91;4,6;0,29;11969;1,28;822,5;640,75;14,55197568;2;1;47,6;0;Marco;110;0,2704;731,56;6,650545455;samba;Triplochiton;scleroxylon;504,1105948;1076;0,7458431;0,3345;0,070823262;species;24;Malvaceae
179;Samba;Triplochiton scleroxylon;Triplochiton;scleroxylon;C;3;418,2350481;2,212;0,009697264;0,83;5,2;0,25;13913;1,62;907,5;561,23;15,33112948;2;1;47,5;0;Marco;100;0,2391;740,648;7,40648;samba;Triplochiton;scleroxylon;504,1105948;1076;0,96972644;0,3345;0,070823262;species;24;Malvaceae
180;Samba;Triplochiton scleroxylon;Triplochiton;scleroxylon;A;1;368,9064559;8,796;0,005993549;0,7;3,6;0,3;6752;1,29;782;605,67;8,6342711;2;1;54,7;0;Marco;140;0,3795;937,774;6,698385714;samba;Triplochiton;scleroxylon;504,1105948;1076;0,8390968;0,3345;0,070823262;species;24;Malvaceae,
181;Eho;Ricinodendron heudelotii;Ricinodendron;heudelotii;A;1;270,3592814;NA;0,200968295;0,93;11,9;0,04;55125;10,73;2607;242,96;21,14499425;3;1;51,5;NA;Vincyane;903;3,34;3241,895;3,590138427;eho;Ricinodendron;heudelotii;367,0837752;944;181,47437;0,2106;0,070823262;species;5;Euphorbiaceae,,
182;Eho;Ricinodendron heudelotii;Ricinodendron;heudelotii;A;2;254,2372881;NA;0,163418807;1,11;15;0,05;35687;7,07;1823;257,85;19,57597367;3;1;47,06;NA;Vincyane;150;0,59;498,917;3,326113333;eho;Ricinodendron;heudelotii;367,0837752;944;24,512821;0,2106;0,070823262;species;5;Euphorbiaceae,,,
183;Eho;Ricinodendron heudelotii;Ricinodendron;heudelotii;A;3;246,875;NA;0,06069458;1,2;19,2;0,04;71425;14,21;3416;240,39;20,90895785;3;1;44,09;NA;Vincyane;869;3,52;1707,991;1,965467204;eho;Ricinodendron;heudelotii;367,0837752;944;52,74359;0,2106;0,070823262;species;5;Euphorbiaceae,,
184;Eho;Ricinodendron heudelotii;Ricinodendron;heudelotii;B;1;251,9685039;NA;0,205889406;0,69;12,1;0,05;50858;12,8;2553;199,45;19,9208774;3;1;51,04;NA;Vincyane;320;1,27;724,522;2,26413125;eho;Ricinodendron;heudelotii;367,0837752;944;65,88461;0,2106;0,070823262;species;5;Euphorbiaceae,,
185;Eho;Ricinodendron heudelotii;Ricinodendron;heudelotii;B;2;278,5507246;NA;0,237759813;0,67;16,6;0,02;51731;11,02;2666;241,92;19,40397599;3;1;59,08;NA;Vincyane;961;3,45;3571,321;3,716254943;eho;Ricinodendron;heudelotii;367,0837752;944;228,48718;0,2106;0,070823262;species;5;Euphorbiaceae,,
186;Eho;Ricinodendron heudelotii;Ricinodendron;heudelotii;B;3;273,4567901;NA;0,333535914;0,68;19;0,04;48978;11,06;2607;235,71;18,78711162;3;1;51,05;NA;Vincyane;443;1,62;2029,843;4,582038375;eho;Ricinodendron;heudelotii;367,0837752;944;147,75641;0,2106;0,070823262;species;5;Euphorbiaceae,,,
187;Eho;Ricinodendron heudelotii;Ricinodendron;heudelotii;C;1;230,3303303;NA;0,19862602;0,67;15,1;0,02;37094;8,57;1845;215,29;20,10514905;3;1;55,1;NA;Vincyane;767;3,33;2777,694;3,621504563;eho;Ricinodendron;heudelotii;367,0837752;944;152,346157;0,2106;0,070823262;species;5;Euphorbiaceae,,
188;Eho;Ricinodendron heudelotii;Ricinodendron;heudelotii;C;2;235,059761;NA;0,154563229;0,79;20,3;0,06;38827;9,11;2287;251,04;16,97726279;3;1;49,4;NA;Vincyane;1180;5,02;2483,965;2,105055085;eho;Ricinodendron;heudelotii;367,0837752;944;182,38461;0,2106;0,070823262;species;5;Euphorbiaceae,,
189;Eho;Ricinodendron heudelotii;Ricinodendron;heudelotii;C;3;268,4385382;NA;0,23548172;0,69;18;0,05;33784;8,03;1840;229,14;18,36086957;3;1;51,2;NA;Vincyane;808;3,01;2571,688;3,182782178;eho;Ricinodendron;heudelotii;367,0837752;944;190,26923;0,2106;0,070823262;species;5;Euphorbiaceae,,,
190;Okoue nitida;Baphia nitida;Baphia;nitida;A;1;563,6363636;NA;0,577336645;0,53;0,7;0,02;3575;0,38;163;428,95;21,93251534;3;2;47,8;NA;Vincyane;62;0,11;227,16;3,663870968;okoue;Baphia;nitida;149,6111111;36;35,794872;0,559;0,070823262;species;2;Fabaceae,,
191;Okoue nitida;Baphia nitida;Baphia;nitida;A;2;586,2068966;NA;0,384690824;0,49;0,9;0,02;3215;0,36;144;400;22,32638889;3;2;48,7;NA;Vincyane;170;0,29;443,947;2,611452941;okoue;Baphia;nitida;149,6111111;36;65,39744;0,559;0,070823262;species;2;Fabaceae,,,
192;Okoue nitida;Baphia nitida;Baphia;nitida;A;3;477,1084337;NA;0,107420354;0,45;0,8;0,03;5444;0,55;245;445,45;22,22040816;3;2;50,2;NA;Vincyane;396;0,83;576,594;1,456045455;okoue;Baphia;nitida;149,6111111;36;42,53846;0,559;0,070823262;species;2;Fabaceae,,
193;Okoue nitida;Baphia nitida;Baphia;nitida;B;1;538,7096774;NA;0,610701677;0,38;1;0,02;3089;0,29;145;500;21,30344828;3;2;52,4;NA;Vincyane;167;0,31;688,857;4,124892216;okoue;Baphia;nitida;149,6111111;36;101,98718;0,559;0,070823262;species;2;Fabaceae,,,,
194;Okoue nitida;Baphia nitida;Baphia;nitida;B;2;668,75;NA;0,656362336;0,5;1,3;0,03;4756;0,55;268;487,27;17,74626866;3;2;49,5;NA;Vincyane;107;0,16;435,26;4,067850467;okoue;Baphia;nitida;149,6111111;36;70,23077;0,559;0,070823262;species;2;Fabaceae,,
195;Okoue nitida;Baphia nitida;Baphia;nitida;B;3;459,3220339;NA;0,501324649;0,44;1;0,02;8096;0,85;348;409,41;23,26436782;3;2;51,3;NA;Vincyane;271;0,59;1055,682;3,895505535;okoue;Baphia;nitida;149,6111111;36;135,85898;0,559;0,070823262;species;2;Fabaceae,,,
196;Okoue nitida;Baphia nitida;Baphia;nitida;C;1;75,71428571;NA;0,641993245;0,38;0,9;0,02;4488;0,51;205;401,96;21,89268293;3;2;44,5;NA;Vincyane;53;0,7;354,523;6,689113208;okoue;Baphia;nitida;149,6111111;36;34,025642;0,559;0,070823262;species;2;Fabaceae,,
197;Okoue nitida;Baphia nitida;Baphia;nitida;C;2;452,7777778;NA;0,796838098;0,49;0,8;0,03;5885;0,7;273;390;21,55677656;3;2;47,9;NA;Vincyane;163;0,36;1222,048;7,497226994;okoue;Baphia;nitida;149,6111111;36;129,88461;0,559;0,070823262;species;2;Fabaceae,,,
198;Okoue nitida;Baphia nitida;Baphia;nitida;C;3;572,2222222;NA;0,593228796;0,37;0,9;0,02;7141;0,83;344;414,46;20,75872093;3;2;47,1;NA;Vincyane;103;0,18;524,307;5,090359223;okoue;Baphia;nitida;149,6111111;36;61,102566;0,559;0,070823262;species;2;Fabaceae,,
199;Adaschia;Trema orientalis;Trema;orientalis;A;1;284,8484848;NA;0,185170035;0,38;1,5;0,05;8159;1,27;514;404,72;15,87354086;3;2;41;NA;Vincyane;282;0,99;686,779;2,435386525;adaschia;Trema;orientalis;124,8695652;552;52,21795;0,345333333;0,070823262;species;6;Cannabaceae,,,
200;Adaschia;Trema orientalis;Trema;orientalis;A;2;405,7971014;NA;0,52408425;0,46;1,2;0,03;4132;0,63;222;352,38;18,61261261;3;2;42,4;NA;Vincyane;280;0,69;1001,203;3,575725;adaschia;Trema;orientalis;124,8695652;552;146,74359;0,345333333;0,070823262;species;6;Cannabaceae,,
201;Adaschia;Trema orientalis;Trema;orientalis;A;3;573,8461538;NA;0,88928992;0,35;1,4;0,04;6569;1,14;439;385,09;14,96355353;3;2;49,9;NA;Vincyane;373;0,65;2148,797;5,760849866;adaschia;Trema;orientalis;124,8695652;552;331,70514;0,345333333;0,070823262;species;6;Cannabaceae,,
202;Adaschia;Trema orientalis;Trema;orientalis;B;1;353,0864198;NA;1,100681329;0,37;0,8;0,03;3019;0,39;142;364,1;21,26056338;3;2;42,8;NA;Vincyane;286;0,81;2352,136;8,224251748;adaschia;Trema;orientalis;124,8695652;552;314,79486;0,345333333;0,070823262;species;6;Cannabaceae,,
203;Adaschia;Trema orientalis;Trema;orientalis;B;2;389,2307692;NA;1,015607628;0,36;0,8;0,04;4284;0,47;163;346,81;26,28220859;3;2;40,7;NA;Vincyane;253;0,65;1623,426;6,416703557;adaschia;Trema;orientalis;124,8695652;552;256,94873;0,345333333;0,070823262;species;6;Cannabaceae,,
204;Adaschia;Trema orientalis;Trema;orientalis;B;3;320,1680672;NA;1,486338215;0,35;1,7;0,03;6284;0,84;302;359,52;20,80794702;3;2;37,5;NA;Vincyane;381;1,19;3926,923;10,30688451;adaschia;Trema;orientalis;124,8695652;552;566,29486;0,345333333;0,070823262;species;6;Cannabaceae,,
205;Adaschia;Trema orientalis;Trema;orientalis;C;1;490,2061856;NA;0,382701083;0,46;1,3;0,06;4690;0,94;291;309,57;16,11683849;3;2;49;NA;Vincyane;951;1,94;3509,872;3,69071714;adaschia;Trema;orientalis;124,8695652;552;363,94873;0,345333333;0,070823262;species;6;Cannabaceae,,,
206;Adaschia;Trema orientalis;Trema;orientalis;C;2;605,3333333;NA;0,65830793;0,43;1,3;0,05;3787;0,7;250;357,14;15,148;3;2;48,7;NA;Vincyane;454;0,75;2332,177;5,136953744;adaschia;Trema;orientalis;124,8695652;552;298,8718;0,345333333;0,070823262;species;6;Cannabaceae,,
207;Adaschia;Trema orientalis;Trema;orientalis;C;3;524;NA;1,649784733;0,43;1,3;0,06;6627;1,13;369;326,55;17,95934959;3;2;48,2;NA;Vincyane;262;0,5;2349,846;8,968877863;adaschia;Trema;orientalis;124,8695652;552;432,2436;0,345333333;0,070823262;species;6;Cannabaceae,,,
208;Balie;Newbouldia laevis;Newbouldia;laevis;A;1;245,4054054;NA;0,286654229;0,77;11,5;0,02;40539;8,39;2272;270,8;17,84286972;3;2;44,1;NA;Vincyane;454;1,85;2023,462;4,456964758;balie;Newbouldia;laevis;148,6582569;436;130,14102;0,565745691;0,123401724;family;25;Bignoniaceae,,
209;Balie;Newbouldia laevis;Newbouldia;laevis;A;2;408,4745763;NA;0,262926909;0,74;7,3;0,04;56066;13,16;3779;287,16;14,83620005;3;2;54,6;NA;Vincyane;482;1,18;1816,049;3,767736515;balie;Newbouldia;laevis;148,6582569;436;126,73077;0,565745691;0,123401724;family;25;Bignoniaceae,,
210;Balie;Newbouldia laevis;Newbouldia;laevis;A;3;361,0526316;NA;0,651341866;0,83;10;0,03;91973;18,37;5636;306,8;16,31884315;3;2;54,1;NA;Vincyane;343;0,95;1683,876;4,909259475;balie;Newbouldia;laevis;148,6582569;436;223,41026;0,565745691;0,123401724;family;25;Bignoniaceae,,,
211;Balie;Newbouldia laevis;Newbouldia;laevis;B;1;362,406015;NA;0,646850705;0,74;15,5;0,05;33634;6,82;2152;315,54;15,62918216;3;2;38,5;NA;Vincyane;482;1,33;3152,863;6,541209544;balie;Newbouldia;laevis;148,6582569;436;311,78204;0,565745691;0,123401724;family;25;Bignoniaceae,,
212;Balie;Newbouldia laevis;Newbouldia;laevis;B;2;380,8510638;NA;0,863414972;0,84;18;0,04;42616;8,88;2573;289,75;16,5627672;3;2;56,8;NA;Vincyane;179;0,47;1167,536;6,522547486;balie;Newbouldia;laevis;148,6582569;436;154,55128;0,565745691;0,123401724;family;25;Bignoniaceae,,,
213;Balie;Newbouldia laevis;Newbouldia;laevis;B;3;358,0645161;NA;0,472349261;0,71;14,7;0,04;60949;12,8;4006;312,97;15,21442836;3;2;55,1;NA;Vincyane;555;1,55;2660,965;4,794531532;balie;Newbouldia;laevis;148,6582569;436;262,15384;0,565745691;0,123401724;family;25;Bignoniaceae,,
214;Balie;Newbouldia laevis;Newbouldia;laevis;C;1;215;NA;0,328413837;0,83;11,7;0,03;32754;6,92;1991;287,72;16,45102963;3;2;38,6;NA;Vincyane;86;0,4;398,482;4,633511628;balie;Newbouldia;laevis;148,6582569;436;28,24359;0,565745691;0,123401724;family;25;Bignoniaceae,,,
215;Balie;Newbouldia laevis;Newbouldia;laevis;C;2;248,4848485;NA;0,445903683;0,8;12;0,05;67301;12,29;3835;312,04;17,54915254;3;2;57,8;NA;Vincyane;82;0,33;467,047;5,695695122;balie;Newbouldia;laevis;148,6582569;436;36,564102;0,565745691;0,123401724;family;25;Bignoniaceae,,,
216;Balie;Newbouldia laevis;Newbouldia;laevis;C;3;232,9113924;NA;0,202445652;0,67;11,2;0,02;67329;11,48;3938;343,03;17,09725749;3;2;60,2;NA;Vincyane;368;1,58;1369,943;3,722671196;balie;Newbouldia;laevis;148,6582569;436;74,5;0,565745691;0,123401724;family;25;Bignoniaceae,,
217;Pore pore;Sterculia tragacantha;Sterculia;tragacantha;A;1;288,8888889;NA;0,913338301;0,47;2,6;0,07;4766;1,05;521;496,19;9,147792706;3;1;44,4;NA;Vincyane;312;1,08;2078,808;6,662846154;pore_pore;Sterculia;tragacantha;219,0327869;183;284,96155;0,404821667;0,09413391;genus;40;Malvaceae,,
218;Pore pore;Sterculia tragacantha;Sterculia;tragacantha;A;2;275,2808989;NA;0,80900049;0,68;3,5;0,06;8941;2,09;1016;486,12;8,80019685;3;1;46,5;NA;Vincyane;245;0,89;1559,916;6,367004082;pore_pore;Sterculia;tragacantha;219,0327869;183;198,20512;0,404821667;0,09413391;genus;40;Malvaceae,,
219;Pore pore;Sterculia tragacantha;Sterculia;tragacantha;A;3;79,47019868;NA;0,8957265;0,6;3,9;0,07;9883;1,99;1034;519,6;9,558027079;3;1;47,7;NA;Vincyane;120;1,51;859,1;7,159166667;pore_pore;Sterculia;tragacantha;219,0327869;183;107,48718;0,404821667;0,09413391;genus;40;Malvaceae,,
220;Pore pore;Sterculia tragacantha;Sterculia;tragacantha;B;1;258,2978723;NA;0,6775229;1,02;1,52;0,04;6890;0,95;552;581,05;12,48188406;3;1;42,3;NA;Vincyane;607;2,35;3878,939;6,390344316;pore_pore;Sterculia;tragacantha;219,0327869;183;411,2564;0,404821667;0,09413391;genus;40;Malvaceae,,
221;Pore pore;Sterculia tragacantha;Sterculia;tragacantha;B;2;294,7368421;NA;1,203754554;0,95;3,7;0,06;12600;1,78;832;467,42;15,14423077;3;1;41,6;NA;Vincyane;56;0,19;448,266;8,00475;pore_pore;Sterculia;tragacantha;219,0327869;183;67,410255;0,404821667;0,09413391;genus;40;Malvaceae,,
222;Pore pore;Sterculia tragacantha;Sterculia;tragacantha;B;3;915,9090909;NA;0,585098958;0,62;4,2;0,04;13224;1,87;857;458,29;15,43057176;3;1;42,9;NA;Vincyane;403;0,44;2272,724;5,639513648;pore_pore;Sterculia;tragacantha;219,0327869;183;235,79488;0,404821667;0,09413391;genus;40;Malvaceae,,
223;Pore pore;Sterculia tragacantha;Sterculia;tragacantha;C;1;271,8309859;NA;0,552411347;0,81;3,2;0,03;5787;0,81;285;351,85;20,30526316;3;1;41,3;NA;Vincyane;193;0,71;900,393;4,665248705;pore_pore;Sterculia;tragacantha;219,0327869;183;106,61539;0,404821667;0,09413391;genus;40;Malvaceae,,
224;Pore pore;Sterculia tragacantha;Sterculia;tragacantha;C;2;296,969697;NA;1,137755102;0,73;2,3;0,04;7541;1,45;523;360,69;14,41873805;3;1;38,6;NA;Vincyane;98;0,33;804,048;8,204571429;pore_pore;Sterculia;tragacantha;219,0327869;183;111,5;0,404821667;0,09413391;genus;40;Malvaceae,,
225;Pore pore;Sterculia tragacantha;Sterculia;tragacantha;C;3;261,0294118;NA;1,155290704;0,8;4,3;0,04;11349;2,18;830;380,73;13,67349398;3;1;46,1;NA;Vincyane;355;1,36;3027,529;8,528250704;pore_pore;Sterculia;tragacantha;219,0327869;183;410,1282;0,404821667;0,09413391;genus;40;Malvaceae,,
226;Kekemi;Diospyros viridicans;Diospyros;viridicans;A;1;400;NA;1,64134625;0,4;0,5;0,03;3266;0,55;285;518,18;11,45964912;3;2;34,6;NA;Vincyane;160;0,4;1607,704;10,04815;kekemi;Diospyros;viridicans;144,5076923;65;262,6154;0,683275126;0,09413391;genus;132;Ebenaceae,,,
227;Kekemi;Diospyros viridicans;Diospyros;viridicans;A;2;425,2747253;NA;0,825813307;0,35;1,5;0,03;3890;0,74;367;495,95;10,59945504;3;2;55,6;NA;Vincyane;387;0,91;2377,641;6,143775194;kekemi;Diospyros;viridicans;144,5076923;65;319,58975;0,683275126;0,09413391;genus;132;Ebenaceae,,
228;Kekemi;Diospyros viridicans;Diospyros;viridicans;A;3;363,0769231;NA;0,639450275;0,47;1,2;0,04;4286;0,79;373;472,15;11,49061662;3;2;63,1;NA;Vincyane;472;1,3;3034,874;6,429817797;kekemi;Diospyros;viridicans;144,5076923;65;301,82053;0,683275126;0,09413391;genus;132;Ebenaceae,,
229;Kekemi;Diospyros viridicans;Diospyros;viridicans;B;1;508,8;NA;0,317912421;0,77;1,2;0,04;4153;0,97;272;280,41;15,26838235;3;2;57,4;NA;Vincyane;636;1,25;2173,991;3,418224843;kekemi;Diospyros;viridicans;144,5076923;65;202,1923;0,683275126;0,09413391;genus;132;Ebenaceae,,
230;Kekemi;Diospyros viridicans;Diospyros;viridicans;B;2;504,1322314;NA;0,208680115;0,73;1,3;0,03;5115;1,21;323;266,94;15,83591331;3;2;49,1;NA;Vincyane;610;1,21;1424,422;2,335118033;kekemi;Diospyros;viridicans;144,5076923;65;127,29487;0,683275126;0,09413391;genus;132;Ebenaceae,,
231;Kekemi;Diospyros viridicans;Diospyros;viridicans;B;3;560,8695652;NA;1,258298527;0,75;1,6;0,05;5911;1,38;510;369,57;11,59019608;3;2;66,1;NA;Vincyane;129;0,23;858,396;6,654232558;kekemi;Diospyros;viridicans;144,5076923;65;162,32051;0,683275126;0,09413391;genus;132;Ebenaceae,,
232;Kekemi;Diospyros viridicans;Diospyros;viridicans;C;1;400;NA;0,29387018;0,3;1,5;0,03;2882;0,55;201;365,45;14,33830846;3;2;42,5;NA;Vincyane;128;0,32;419,341;3,276101563;kekemi;Diospyros;viridicans;144,5076923;65;37,615383;0,683275126;0,09413391;genus;132;Ebenaceae,,,
233;Kekemi;Diospyros viridicans;Diospyros;viridicans;C;2;800;NA;0,259704403;0,29;1,5;0,04;3945;0,97;362;373,2;10,89779006;3;2;47,3;NA;Vincyane;144;0,18;498,393;3,4610625;kekemi;Diospyros;viridicans;144,5076923;65;37,397434;0,683275126;0,09413391;genus;132;Ebenaceae,,,
234;Kekemi;Diospyros viridicans;Diospyros;viridicans;C;3;430;NA;0,335022868;0,26;1,8;0,04;3775;0,87;324;372,41;11,65123457;3;2;46,8;NA;Vincyane;129;0,3;465,951;3,612023256;kekemi;Diospyros;viridicans;144,5076923;65;43,21795;0,683275126;0,09413391;genus;132;Ebenaceae,,,
235;Banaye heudeloti;Trichilia heudelotii;Trichilia;heudelotii;A;1;398,1481481;NA;0,489862837;0,35;12,7;0,03;32006;4,37;1805;413,04;17,73185596;3;2;65,8;NA;Vincyane;215;0,54;976,434;4,541553488;banaye;Trichilia;monadelpha;164,1184211;76;105,32051;0,481;0,070823262;species;2;Meliaceae,,
236;Banaye heudeloti;Trichilia heudelotii;Trichilia;heudelotii;A;2;385,6164384;NA;0,280525577;0,33;13,5;0,04;55613;7,85;3211;409,04;17,31952663;3;2;57,3;NA;Vincyane;563;1,46;1943,756;3,452497336;banaye;Trichilia;monadelpha;164,1184211;76;157,9359;0,481;0,070823262;species;2;Meliaceae,,
237;Banaye heudeloti;Trichilia heudelotii;Trichilia;heudelotii;A;3;387,7192982;NA;0,507541466;0,39;11,5;0,03;46081;7,14;3155;441,88;14,60570523;3;2;70,4;NA;Vincyane;221;0,57;973,686;4,405819005;banaye;Trichilia;monadelpha;164,1184211;76;112,166664;0,481;0,070823262;species;2;Meliaceae,,
238;Banaye heudeloti;Trichilia heudelotii;Trichilia;heudelotii;B;1;657,1428571;NA;0,653195821;0,34;5,8;0,04;22238;4,18;1804;431,58;12,327051;3;2;64,4;NA;Vincyane;414;0,63;2295,661;5,545074879;banaye;Trichilia;monadelpha;164,1184211;76;270,42307;0,481;0,070823262;species;2;Meliaceae,,
239;Banaye heudeloti;Trichilia heudelotii;Trichilia;heudelotii;B;2;669,5652174;NA;0,930153182;0,3;7,7;0,04;35616;7,22;3056;423,27;11,65445026;3;2;64;NA;Vincyane;154;0,23;1070,914;6,953987013;banaye;Trichilia;monadelpha;164,1184211;76;143,24359;0,481;0,070823262;species;2;Meliaceae,,,
240;Banaye heudeloti;Trichilia heudelotii;Trichilia;heudelotii;B;3;680,4878049;NA;0,742119283;0,31;8,7;0,05;39642;8,3;3438;414,22;11,53054101;3;2;65;NA;Vincyane;279;0,41;1684,007;6,035867384;banaye;Trichilia;monadelpha;164,1184211;76;207,05128;0,481;0,070823262;species;2;Meliaceae,,,
241;Banaye heudeloti;Trichilia heudelotii;Trichilia;heudelotii;C;1;700;NA;0,904662934;0,29;13,3;0,03;57285;9,44;2328;246,61;24,60695876;3;2;40,3;NA;Vincyane;259;0,37;1380,757;5,331108108;banaye;Trichilia;monadelpha;164,1184211;76;234,3077;0,481;0,070823262;species;2;Meliaceae,,,
242;Banaye heudeloti;Trichilia heudelotii;Trichilia;heudelotii;C;2;359,1836735;NA;0,489073409;0,31;8,5;0,02;20905;2,49;661;265,46;31,62632375;3;2;32,2;NA;Vincyane;176;0,49;737,954;4,192920455;banaye;Trichilia;monadelpha;164,1184211;76;86,07692;0,481;0,070823262;species;2;Meliaceae,,
